EVENT_ID,Parish/County,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,event_datetime_local,event_datetime_utc,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,EPISODE_ID,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,CITY/CITIES,STREET(S),Latitude,Longitude,Bayou/Creek/Stream Name,severity_category,severity_weight
1258211,ORLEANS,MC DOLOGHVILLE,2025-04-21,15:09,2025-04-21T15:09:00-05:00,2025-04-21T20:09:00+00:00,Flash Flood,0,0,"$4,000",$0,,202353,0,0,Public,Heavy Rain,1.59,W,1.55,W,MC DOLOGHVILLE,2025-04-21,16:40,29.9304,-90.0765,29.9311,-90.0755,Flooding near intersection of Magazine and Josephine.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9304,-90.0765,,minor,1
1258059,ORLEANS,MC DOLOGHVILLE,2025-04-21,14:55,2025-04-21T14:55:00-05:00,2025-04-21T19:55:00+00:00,Flash Flood,0,0,"$4,000",$0,,202353,0,0,Broadcast Media,Heavy Rain,0.88,E,0.88,E,MC DOLOGHVILLE,2025-04-21,16:40,29.9319,-90.0355,29.9304,-90.0251,Cars reported stalled and stranded on General de Gaulle Dr. due to high water on the road.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9319,-90.0355,,severe,6
1258050,ORLEANS,MC DOLOGHVILLE,2025-04-21,13:28,2025-04-21T13:28:00-05:00,2025-04-21T18:28:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Emergency Manager,Heavy Rain,1.14,E,1.04,E,MC DOLOGHVILLE,2025-04-21,15:28,29.9327,-90.0313,29.9318,-90.0314,Street flooding reported at Vespasian Blvd. and Shirley Drive in New Orleans.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9327,-90.0313,,minor,1
1258054,ORLEANS,ALGIERS,2025-04-21,13:53,2025-04-21T13:53:00-05:00,2025-04-21T18:53:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Emergency Manager,Heavy Rain,1.06,SE,1.12,SE,ALGIERS,2025-04-21,15:53,29.9412,-90.0355,29.9401,-90.0355,Street flooding reported at Caso Calvo St. and Socrates St.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9412,-90.0355,,minor,1
1258212,ORLEANS,NEW ORLEANS,2025-04-21,15:15,2025-04-21T15:15:00-05:00,2025-04-21T20:15:00+00:00,Flash Flood,0,0,"$4,000",$0,,202353,0,0,Public,Heavy Rain,1.3,ESE,1.35,ESE,NEW ORLEANS,2025-04-21,16:40,29.9445,-90.0792,29.9452,-90.0803,Flooding in the 2000 block of Earhart Blvd.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9445,-90.0792,,minor,1
1258227,ORLEANS,NEW ORLEANS,2025-04-21,16:05,2025-04-21T16:05:00-05:00,2025-04-21T21:05:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Emergency Manager,Heavy Rain,2.0,W,1.95,W,NEW ORLEANS,2025-04-21,16:40,29.9452,-90.1329,29.9456,-90.1321,Flooding near the intersection of S Carrollton and Burthe.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9452,-90.1329,,minor,1
1258225,ORLEANS,ALGIERS,2025-04-21,15:47,2025-04-21T15:47:00-05:00,2025-04-21T20:47:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Broadcast Media,Heavy Rain,0.88,WNW,1.07,NW,ALGIERS,2025-04-21,16:40,29.9562,-90.0628,29.9587,-90.0613,Street flooding near Jackson Square.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9562,-90.0628,,minor,1
1258221,JEFFERSON,BRIDGEDALE,2025-04-21,15:45,2025-04-21T15:45:00-05:00,2025-04-21T20:45:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Broadcast Media,Heavy Rain,0.95,SSE,1.27,SE,BRIDGEDALE,2025-04-21,16:40,29.9566,-90.1964,29.9592,-90.188,Several inches of street flooding in parts of Elmwood.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9566,-90.1964,,minor,1
1258229,ST. BERNARD,ARABI,2025-04-21,16:05,2025-04-21T16:05:00-05:00,2025-04-21T21:05:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Broadcast Media,Heavy Rain,0.69,NNW,0.61,NNW,ARABI,2025-04-21,16:40,29.9594,-90.0039,29.9589,-90.0034,"Mehle St flooded with 6 or more inches of water, with water reaching beyond the sidewalks.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9594,-90.0039,,minor,1
1258056,ORLEANS,ALGIERS,2025-04-21,14:54,2025-04-21T14:54:00-05:00,2025-04-21T19:54:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Emergency Manager,Heavy Rain,1.58,ENE,1.64,ENE,ALGIERS,2025-04-21,16:40,29.9594,-90.0259,29.9587,-90.0261,Flooding near the intersection of Deslonde st and Royal St.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9594,-90.0259,,minor,1
1258061,ORLEANS,ALGIERS,2025-04-21,15:00,2025-04-21T15:00:00-05:00,2025-04-21T20:00:00+00:00,Flash Flood,0,0,"$4,000",$0,,202353,0,0,Broadcast Media,Heavy Rain,2.63,ENE,2.71,N,CUTOFF,2025-04-21,16:40,29.9639,-90.009,29.9611,-90.0024,Report of stalled cars on Claiborne Ave due to flooding on the road.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9639,-90.009,,moderate,2
1258215,ORLEANS,NEW ORLEANS,2025-04-21,15:17,2025-04-21T15:17:00-05:00,2025-04-21T20:17:00+00:00,Flash Flood,0,0,"$4,000",$0,,202353,0,0,Emergency Manager,Heavy Rain,1.39,NNW,1.18,NNW,NEW ORLEANS,2025-04-21,16:40,29.9677,-90.1109,29.971,-90.1071,Carrollton underpass at I-10 flooded.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9677,-90.1109,,minor,1
1258213,ORLEANS,ALGIERS,2025-04-21,15:15,2025-04-21T15:15:00-05:00,2025-04-21T20:15:00+00:00,Flash Flood,0,0,"$4,000",$0,,202353,0,0,Emergency Manager,Heavy Rain,1.73,NE,1.78,NE,ALGIERS,2025-04-21,16:40,29.9684,-90.0305,29.9702,-90.0304,New Orleans flood sensors report flooding at N Claiborne and Poland Ave.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9684,-90.0305,,minor,1
1258222,JEFFERSON,SOUTHPORT,2025-04-21,15:45,2025-04-21T15:45:00-05:00,2025-04-21T20:45:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Public,Heavy Rain,0.33,WSW,0.38,SW,SOUTHPORT,2025-04-21,16:40,29.9685,-90.1752,29.9688,-90.1719,Central Ave flooded near the rail road tracks.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9685,-90.1752,,minor,1
1258230,ORLEANS,VIEUX CARRE,2025-04-21,16:35,2025-04-21T16:35:00-05:00,2025-04-21T21:35:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Public,Heavy Rain,0.64,W,0.69,W,VIEUX CARRE,2025-04-21,16:40,29.9685,-90.0905,29.9688,-90.0893,Several inches of water covering Iberville St behind Warren Easton HS.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9685,-90.0905,,moderate,2
1258055,ORLEANS,ALGIERS,2025-04-21,14:39,2025-04-21T14:39:00-05:00,2025-04-21T19:39:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Emergency Manager,Heavy Rain,3.17,ENE,3.23,ENE,ALGIERS,2025-04-21,16:40,29.9712,-90.0031,29.9703,-90.0034,Flooding near the intersection of Delery St and N Tonti St.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9712,-90.0031,,minor,1
1258051,ORLEANS,VIEUX CARRE,2025-04-21,13:50,2025-04-21T13:50:00-05:00,2025-04-21T18:50:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Emergency Manager,Heavy Rain,1.4,NNE,1.32,NE,VIEUX CARRE,2025-04-21,15:50,29.9869,-90.0672,29.9883,-90.0658,Street flooding reported at AP Tureaud Ave. and North Broad St. in New Orleans.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9869,-90.0672,,minor,1
1258053,ORLEANS,VIEUX CARRE,2025-04-21,13:52,2025-04-21T13:52:00-05:00,2025-04-21T18:52:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Emergency Manager,Heavy Rain,1.44,NNE,1.5,NNE,VIEUX CARRE,2025-04-21,15:52,29.9902,-90.0739,29.9884,-90.0741,Street flooding reported at Paris Ave. & Gentilly Blvd. in New Orleans.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9902,-90.0739,,minor,1
1258219,ORLEANS,VIEUX CARRE,2025-04-21,15:44,2025-04-21T15:44:00-05:00,2025-04-21T20:44:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Broadcast Media,Heavy Rain,1.7,NNE,1.33,NW,VIEUX CARRE,2025-04-21,16:40,29.9923,-90.0679,29.998,-90.1125,Canal and Gentilly Underpasses at I-610 closed due to high water. Carrollton Underpass at I-10 also closed due to high water.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,29.9923,-90.0679,,moderate,2
1258044,ORLEANS,GENTILLY,2025-04-21,15:30,2025-04-21T15:30:00-05:00,2025-04-21T20:30:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Emergency Manager,Heavy Rain,0.91,SE,1.0,SE,GENTILLY,2025-04-21,16:30,30.01,-90.02,30.0108,-90.0218,City flood sensors report flooding at Chef Menteur and Downman.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,30.01,-90.02,,minor,1
1258045,JEFFERSON,MOISANT ARPT,2025-04-21,16:00,2025-04-21T16:00:00-05:00,2025-04-21T21:00:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,County Official,Heavy Rain,1.38,N,1.39,N,MOISANT ARPT,2025-04-21,16:40,30.02,-90.27,30.0239,-90.2702,The City of Kenner Government reported the closing of the intersection of Loyola Drive at West Esplanade Avenue due to high water from heavy rainfall.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,30.02,-90.27,,minor,1
1258047,EAST FELICIANA,ETHEL,2025-04-21,18:00,2025-04-21T18:00:00-05:00,2025-04-21T23:00:00+00:00,Flash Flood,0,0,"$4,000",$0,,202353,0,0,Broadcast Media,Heavy Rain,2.37,E,2.2,SSW,BATTLE,2025-04-21,18:45,30.78,-91.09,30.7876,-91.0893,Flooding along Turner Rd in Ethel. At least one car in a ditch.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,30.78,-91.09,,minor,1
1258048,EAST FELICIANA,CLINTON,2025-04-21,18:30,2025-04-21T18:30:00-05:00,2025-04-21T23:30:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Broadcast Media,Heavy Rain,4.19,SE,4.55,SE,CLINTON,2025-04-21,18:45,30.82,-90.99,30.8248,-90.9869,Flooding on Christy Lane in Clinton.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,30.82,-90.99,,minor,1
1258049,EAST FELICIANA,CLINTON,2025-04-21,18:30,2025-04-21T18:30:00-05:00,2025-04-21T23:30:00+00:00,Flash Flood,0,0,$0,$0,,202353,0,0,Broadcast Media,Heavy Rain,1.37,ESE,1.67,ESE,CLINTON,2025-04-21,18:45,30.86,-91.01,30.8597,-91.005,Flooding on Willow Street in Clinton.,"On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",,,30.86,-91.01,,minor,1
1258066,IBERVILLE,PLAQUEMINE,2025-04-24,07:31,2025-04-24T07:31:00-05:00,2025-04-24T12:31:00+00:00,Flash Flood,0,0,$0,$0,,202356,0,0,County Official,Heavy Rain,0.6,W,0.9,N,PLAQUEMINE,2025-04-24,8:31,30.28,-91.24,30.2873,-91.2303,Report from local Sheriffs Office of flooded roadways across the city of Plaquemine.,"On the morning of April 24th, a remnant mesoscale convective vortex (MCV) that originated off the southeast Texas coast drifted along the northern Gulf and eventually stalled near the Baton Rouge metro area. The first storms developed on the west side of the Mississippi River over Addis, Brusly, and Plaquemine, where slow-moving and training cells led to significant flash flooding, rendering many streets impassable and allowing water to enter some buildings. As the MCV gradually shifted eastward through the late morning, it moved over more urban parts of Baton Rouge, including areas near the LSU campus. Additional rounds of training storms brought similar impacts there before the system weakened and rainfall tapered off by the afternoon and evening.",,,30.28,-91.24,,minor,1
1258197,IBERVILLE,PLAQUEMINE,2025-04-24,08:30,2025-04-24T08:30:00-05:00,2025-04-24T13:30:00+00:00,Flash Flood,0,0,"$4,000",$0,,202356,0,0,Public,Heavy Rain,0.6,W,0.36,ESE,TURNERVILLE,2025-04-24,8:45,30.28,-91.24,30.2955,-91.2358,Photo from broadcast media of high water in Plaquemine. Photo shows water approaching the doors of a shed with property inundated with water.,"On the morning of April 24th, a remnant mesoscale convective vortex (MCV) that originated off the southeast Texas coast drifted along the northern Gulf and eventually stalled near the Baton Rouge metro area. The first storms developed on the west side of the Mississippi River over Addis, Brusly, and Plaquemine, where slow-moving and training cells led to significant flash flooding, rendering many streets impassable and allowing water to enter some buildings. As the MCV gradually shifted eastward through the late morning, it moved over more urban parts of Baton Rouge, including areas near the LSU campus. Additional rounds of training storms brought similar impacts there before the system weakened and rainfall tapered off by the afternoon and evening.",,,30.28,-91.24,,serious,3
1258198,WEST BATON ROUGE,ADDIS,2025-04-24,08:30,2025-04-24T08:30:00-05:00,2025-04-24T13:30:00+00:00,Flash Flood,0,0,$0,$0,,202356,0,0,Public,Heavy Rain,0.96,SW,1.01,E,ADDIS,2025-04-24,8:45,30.3421,-91.2832,30.3488,-91.2555,"Photo from broadcast media via social media of significant flooding across Addis, including water across roadways and cars in flooded waters up to the tops of car tires.","On the morning of April 24th, a remnant mesoscale convective vortex (MCV) that originated off the southeast Texas coast drifted along the northern Gulf and eventually stalled near the Baton Rouge metro area. The first storms developed on the west side of the Mississippi River over Addis, Brusly, and Plaquemine, where slow-moving and training cells led to significant flash flooding, rendering many streets impassable and allowing water to enter some buildings. As the MCV gradually shifted eastward through the late morning, it moved over more urban parts of Baton Rouge, including areas near the LSU campus. Additional rounds of training storms brought similar impacts there before the system weakened and rainfall tapered off by the afternoon and evening.",,,30.3421,-91.2832,,minor,1
1258068,WEST BATON ROUGE,ADDIS,2025-04-24,08:00,2025-04-24T08:00:00-05:00,2025-04-24T13:00:00+00:00,Flash Flood,0,0,$0,$0,,202356,0,0,County Official,Heavy Rain,0.69,N,0.22,SSW,LUKEVILLE,2025-04-24,8:45,30.36,-91.27,30.3612,-91.2543,Report from Sheriffs Office of flooded roadways across the city of Addis along with stalled vehicles in flood waters.,"On the morning of April 24th, a remnant mesoscale convective vortex (MCV) that originated off the southeast Texas coast drifted along the northern Gulf and eventually stalled near the Baton Rouge metro area. The first storms developed on the west side of the Mississippi River over Addis, Brusly, and Plaquemine, where slow-moving and training cells led to significant flash flooding, rendering many streets impassable and allowing water to enter some buildings. As the MCV gradually shifted eastward through the late morning, it moved over more urban parts of Baton Rouge, including areas near the LSU campus. Additional rounds of training storms brought similar impacts there before the system weakened and rainfall tapered off by the afternoon and evening.",,,30.36,-91.27,,moderate,2
1258196,WEST BATON ROUGE,LUKEVILLE,2025-04-24,08:45,2025-04-24T08:45:00-05:00,2025-04-24T13:45:00+00:00,Flash Flood,0,0,"$10,000",$0,,202356,0,0,Public,Heavy Rain,0.91,SW,0.71,ENE,ADDIS,2025-04-24,8:45,30.36,-91.26,30.3528,-91.256,Photos from broadcast media showing water approaching/entering a home. Also another photo in Addis showing sandbags at a door at a home helping to keep the water out.,"On the morning of April 24th, a remnant mesoscale convective vortex (MCV) that originated off the southeast Texas coast drifted along the northern Gulf and eventually stalled near the Baton Rouge metro area. The first storms developed on the west side of the Mississippi River over Addis, Brusly, and Plaquemine, where slow-moving and training cells led to significant flash flooding, rendering many streets impassable and allowing water to enter some buildings. As the MCV gradually shifted eastward through the late morning, it moved over more urban parts of Baton Rouge, including areas near the LSU campus. Additional rounds of training storms brought similar impacts there before the system weakened and rainfall tapered off by the afternoon and evening.",,,30.36,-91.26,,minor,1
1258201,WEST BATON ROUGE,LUKEVILLE,2025-04-24,08:40,2025-04-24T08:40:00-05:00,2025-04-24T13:40:00+00:00,Flash Flood,0,0,$0,$0,,202356,0,0,Public,Heavy Rain,0.91,SW,0.79,SW,LUKEVILLE,2025-04-24,8:45,30.36,-91.26,30.3612,-91.26,"Photos from the West Baton Rouge Sheriffs Department, shared by broadcast media of flooding along Chris Drive and Kim Avenue in Addis. Water approaching doors at Townhomes. Roads completely covered by water.","On the morning of April 24th, a remnant mesoscale convective vortex (MCV) that originated off the southeast Texas coast drifted along the northern Gulf and eventually stalled near the Baton Rouge metro area. The first storms developed on the west side of the Mississippi River over Addis, Brusly, and Plaquemine, where slow-moving and training cells led to significant flash flooding, rendering many streets impassable and allowing water to enter some buildings. As the MCV gradually shifted eastward through the late morning, it moved over more urban parts of Baton Rouge, including areas near the LSU campus. Additional rounds of training storms brought similar impacts there before the system weakened and rainfall tapered off by the afternoon and evening.",,,30.36,-91.26,,minor,1
1258067,WEST BATON ROUGE,OINCLARE,2025-04-24,07:32,2025-04-24T07:32:00-05:00,2025-04-24T12:32:00+00:00,Flash Flood,0,0,$0,$0,,202356,0,0,Fire Department/Rescue,Heavy Rain,1.38,WSW,0.66,WSW,OINCLARE,2025-04-24,8:32,30.39,-91.25,30.3932,-91.2444,Report of flooded roadways across the city of Brusly.,"On the morning of April 24th, a remnant mesoscale convective vortex (MCV) that originated off the southeast Texas coast drifted along the northern Gulf and eventually stalled near the Baton Rouge metro area. The first storms developed on the west side of the Mississippi River over Addis, Brusly, and Plaquemine, where slow-moving and training cells led to significant flash flooding, rendering many streets impassable and allowing water to enter some buildings. As the MCV gradually shifted eastward through the late morning, it moved over more urban parts of Baton Rouge, including areas near the LSU campus. Additional rounds of training storms brought similar impacts there before the system weakened and rainfall tapered off by the afternoon and evening.",,,30.39,-91.25,,minor,1
1258203,EAST BATON ROUGE,UNIVERSITY,2025-04-24,09:15,2025-04-24T09:15:00-05:00,2025-04-24T14:15:00+00:00,Flash Flood,0,0,$0,$0,,202356,0,0,Public,Heavy Rain,1.38,S,1.38,S,UNIVERSITY,2025-04-24,10:15,30.4,-91.18,30.4055,-91.1817,Public report relayed via broadcast media of water across the road at Nicholson and Burbank Roads in Baton Rouge.,"On the morning of April 24th, a remnant mesoscale convective vortex (MCV) that originated off the southeast Texas coast drifted along the northern Gulf and eventually stalled near the Baton Rouge metro area. The first storms developed on the west side of the Mississippi River over Addis, Brusly, and Plaquemine, where slow-moving and training cells led to significant flash flooding, rendering many streets impassable and allowing water to enter some buildings. As the MCV gradually shifted eastward through the late morning, it moved over more urban parts of Baton Rouge, including areas near the LSU campus. Additional rounds of training storms brought similar impacts there before the system weakened and rainfall tapered off by the afternoon and evening.",,,30.4,-91.18,,minor,1
1258200,EAST BATON ROUGE,UNIVERSITY,2025-04-24,09:34,2025-04-24T09:34:00-05:00,2025-04-24T14:34:00+00:00,Flash Flood,0,0,"$5,000",$0,,202356,0,0,Public,Heavy Rain,0.6,E,0.29,E,UNIVERSITY,2025-04-24,10:15,30.42,-91.17,30.4211,-91.1732,"Received an mPING report of street/road flooding, street/road closed and vehicles stranded.","On the morning of April 24th, a remnant mesoscale convective vortex (MCV) that originated off the southeast Texas coast drifted along the northern Gulf and eventually stalled near the Baton Rouge metro area. The first storms developed on the west side of the Mississippi River over Addis, Brusly, and Plaquemine, where slow-moving and training cells led to significant flash flooding, rendering many streets impassable and allowing water to enter some buildings. As the MCV gradually shifted eastward through the late morning, it moved over more urban parts of Baton Rouge, including areas near the LSU campus. Additional rounds of training storms brought similar impacts there before the system weakened and rainfall tapered off by the afternoon and evening.",,,30.42,-91.17,,severe,6
